meter_id,consumer_id,region,consumer_type,expected_monthly_kwh,actual_monthly_kwh,usage_ratio,night_usage_ratio,voltage_variance,billing_disputes_1y,is_theft_flag_ground_truth
MTR-000448,CUS-000448,Karachi,Residential,151.8,159.1,1.048,0.287,2.31,0,0
MTR-001469,CUS-001469,Multan,Residential,231.4,223.1,0.964,0.37,0.33,1,0
MTR-000716,CUS-000716,Rawalpindi,Residential,128.1,126.0,0.984,0.457,0.69,0,0
MTR-002398,CUS-002398,Faisalabad,Residential,129.3,106.6,0.825,0.312,1.96,0,0
MTR-002614,CUS-002614,Faisalabad,Commercial,740.4,729.2,0.985,0.278,1.5,0,0
MTR-002048,CUS-002048,Rawalpindi,Residential,226.6,221.7,0.978,0.384,1.05,1,0
MTR-001901,CUS-001901,Lahore,Residential,74.1,66.8,0.901,0.412,3.07,1,0
MTR-001168,CUS-001168,Lahore,Commercial,920.6,979.3,1.064,0.229,0.5,0,0
MTR-000082,CUS-000082,Karachi,Residential,82.7,61.8,0.747,0.264,1.8,0,0
MTR-002424,CUS-002424,Faisalabad,Residential,110.8,104.4,0.942,0.354,1.13,1,0
MTR-001460,CUS-001460,Islamabad,Commercial,868.7,901.0,1.037,0.289,3.48,0,0
MTR-001893,CUS-001893,Karachi,Residential,173.5,217.2,1.252,0.224,4.52,0,0
MTR-001668,CUS-001668,Karachi,Residential,130.3,108.9,0.836,0.343,1.69,0,0
MTR-002000,CUS-002000,Multan,Residential,237.7,84.6,0.356,0.568,8.16,2,1
MTR-000475,CUS-000475,Faisalabad,Industrial,6635.4,7071.7,1.066,0.273,3.27,1,0
MTR-000517,CUS-000517,Rawalpindi,Commercial,1020.2,1028.0,1.008,0.305,2.9,0,0
MTR-000404,CUS-000404,Peshawar,Residential,138.0,117.6,0.852,0.254,2.79,0,0
MTR-000384,CUS-000384,Peshawar,Industrial,4627.5,4358.9,0.942,0.212,0.23,0,0
MTR-002981,CUS-002981,Multan,Residential,124.1,87.7,0.707,0.26,3.18,0,0
MTR-002152,CUS-002152,Peshawar,Commercial,906.0,906.4,1.0,0.306,2.36,2,0
MTR-001633,CUS-001633,Faisalabad,Residential,285.2,236.7,0.83,0.182,1.77,0,0
MTR-002859,CUS-002859,Karachi,Residential,183.8,193.9,1.055,0.266,1.92,0,0
MTR-000688,CUS-000688,Lahore,Residential,162.3,149.6,0.922,0.307,2.26,0,0
MTR-001240,CUS-001240,Faisalabad,Residential,155.9,141.9,0.91,0.396,1.75,1,0
MTR-000062,CUS-000062,Faisalabad,Residential,223.1,227.6,1.02,0.275,1.65,0,0
MTR-000852,CUS-000852,Peshawar,Residential,255.0,263.0,1.031,0.2,1.02,1,0
MTR-002751,CUS-002751,Karachi,Residential,158.7,175.3,1.105,0.283,2.51,1,0
MTR-002476,CUS-002476,Peshawar,Residential,155.3,150.4,0.969,0.255,1.84,2,0
MTR-001262,CUS-001262,Lahore,Residential,207.6,205.0,0.987,0.344,1.21,1,0
MTR-000223,CUS-000223,Peshawar,Commercial,1125.6,938.3,0.834,0.273,2.1,0,0
MTR-002193,CUS-002193,Peshawar,Residential,261.2,82.2,0.315,0.566,5.77,2,1
MTR-000373,CUS-000373,Multan,Residential,132.7,117.8,0.888,0.595,2.51,1,0
MTR-001824,CUS-001824,Faisalabad,Residential,182.8,198.7,1.087,0.311,1.97,1,0
MTR-002536,CUS-002536,Peshawar,Residential,71.3,77.6,1.088,0.307,2.62,1,0
MTR-002869,CUS-002869,Karachi,Residential,243.3,255.0,1.048,0.177,1.73,0,0
MTR-002597,CUS-002597,Karachi,Residential,145.6,141.5,0.972,0.183,1.8,0,0
MTR-002684,CUS-002684,Karachi,Residential,242.2,231.7,0.956,0.293,2.28,0,0
MTR-000009,CUS-000009,Peshawar,Residential,183.8,182.4,0.992,0.327,2.39,0,0
MTR-001944,CUS-001944,Faisalabad,Residential,248.8,192.0,0.772,0.356,3.21,0,0
MTR-001838,CUS-001838,Peshawar,Residential,180.1,179.5,0.997,0.319,3.05,0,0
MTR-000708,CUS-000708,Islamabad,Residential,218.0,256.9,1.178,0.205,1.96,0,0
MTR-000255,CUS-000255,Faisalabad,Industrial,2350.0,2286.3,0.973,0.1,0.59,0,0
MTR-001617,CUS-001617,Multan,Residential,228.7,227.8,0.996,0.292,2.68,0,0
MTR-000389,CUS-000389,Peshawar,Commercial,778.2,682.6,0.877,0.257,2.53,1,0
MTR-001581,CUS-001581,Karachi,Residential,89.6,91.6,1.022,0.199,2.22,0,0
MTR-000924,CUS-000924,Peshawar,Residential,211.9,192.1,0.907,0.366,2.77,3,0
MTR-002036,CUS-002036,Lahore,Residential,69.6,76.7,1.102,0.174,1.63,0,0
MTR-002403,CUS-002403,Rawalpindi,Residential,121.6,138.3,1.137,0.349,0.4,0,0
MTR-001224,CUS-001224,Faisalabad,Residential,128.4,149.3,1.163,0.187,1.13,0,0
MTR-001946,CUS-001946,Faisalabad,Residential,243.2,201.1,0.827,0.311,0.1,0,0
MTR-000739,CUS-000739,Multan,Residential,236.5,257.0,1.087,0.375,2.44,0,0
MTR-000040,CUS-000040,Multan,Industrial,2756.2,2970.2,1.078,0.273,1.93,0,0
MTR-000868,CUS-000868,Rawalpindi,Commercial,694.5,659.9,0.95,0.435,2.86,0,0
MTR-000539,CUS-000539,Multan,Residential,262.7,300.3,1.143,0.453,2.75,0,0
MTR-002510,CUS-002510,Islamabad,Residential,136.4,143.2,1.05,0.319,1.51,0,0
MTR-001371,CUS-001371,Rawalpindi,Commercial,810.9,944.5,1.165,0.343,1.18,0,0
MTR-001145,CUS-001145,Multan,Commercial,413.2,350.3,0.848,0.385,1.21,1,0
MTR-001031,CUS-001031,Lahore,Residential,287.9,263.2,0.914,0.344,3.92,1,0
MTR-000372,CUS-000372,Faisalabad,Residential,172.1,174.0,1.011,0.335,1.85,0,0
MTR-000667,CUS-000667,Karachi,Residential,236.6,269.9,1.141,0.258,1.73,0,0
MTR-000357,CUS-000357,Karachi,Residential,97.9,103.2,1.055,0.165,2.29,0,0
MTR-000967,CUS-000967,Peshawar,Residential,194.1,172.0,0.886,0.189,0.41,0,0
MTR-001353,CUS-001353,Multan,Residential,214.0,259.6,1.213,0.491,1.6,1,0
MTR-001035,CUS-001035,Peshawar,Residential,293.0,282.6,0.965,0.326,1.14,1,0
MTR-000470,CUS-000470,Multan,Residential,156.6,139.4,0.89,0.28,0.93,0,0
MTR-001396,CUS-001396,Karachi,Residential,169.7,153.9,0.907,0.401,1.74,0,0
MTR-002620,CUS-002620,Rawalpindi,Residential,80.9,68.0,0.84,0.24,2.05,0,0
MTR-001549,CUS-001549,Islamabad,Residential,224.9,164.2,0.73,0.347,0.75,0,0
MTR-001256,CUS-001256,Peshawar,Residential,148.6,146.5,0.986,0.306,1.63,0,0
MTR-002094,CUS-002094,Rawalpindi,Residential,106.3,86.5,0.813,0.337,2.08,1,0
MTR-001555,CUS-001555,Peshawar,Residential,119.7,124.2,1.038,0.273,2.45,1,0
MTR-002589,CUS-002589,Faisalabad,Residential,166.3,185.9,1.118,0.223,1.73,0,0
MTR-001250,CUS-001250,Karachi,Commercial,467.2,488.3,1.045,0.234,2.33,0,0
MTR-001699,CUS-001699,Peshawar,Residential,199.5,65.7,0.329,0.615,5.94,1,1
MTR-001252,CUS-001252,Faisalabad,Residential,136.3,111.1,0.815,0.3,3.28,0,0
MTR-002780,CUS-002780,Rawalpindi,Residential,154.9,170.6,1.102,0.176,2.54,0,0
MTR-000079,CUS-000079,Karachi,Commercial,689.8,850.9,1.234,0.2,1.33,0,0
MTR-001172,CUS-001172,Karachi,Commercial,584.9,683.7,1.169,0.311,1.5,0,0
MTR-000814,CUS-000814,Lahore,Residential,216.7,182.1,0.84,0.29,2.39,0,0
MTR-001852,CUS-001852,Peshawar,Residential,128.0,126.8,0.991,0.315,1.47,0,0
MTR-002220,CUS-002220,Peshawar,Commercial,426.7,412.2,0.966,0.296,0.1,1,0
MTR-002628,CUS-002628,Multan,Residential,146.1,139.1,0.952,0.502,2.3,0,0
MTR-002105,CUS-002105,Islamabad,Residential,56.8,57.0,1.003,0.31,1.62,0,0
MTR-000133,CUS-000133,Karachi,Commercial,1159.4,1460.6,1.26,0.27,2.68,1,0
MTR-001140,CUS-001140,Faisalabad,Residential,256.4,259.7,1.013,0.308,2.04,0,0
MTR-000933,CUS-000933,Islamabad,Residential,268.5,254.2,0.947,0.382,2.65,0,0
MTR-000928,CUS-000928,Faisalabad,Residential,128.4,133.0,1.036,0.296,4.52,1,0
MTR-000823,CUS-000823,Faisalabad,Residential,248.6,37.4,0.15,0.585,9.17,1,1
MTR-001531,CUS-001531,Karachi,Residential,181.5,165.9,0.914,0.332,1.65,0,0
MTR-001214,CUS-001214,Peshawar,Residential,185.3,207.2,1.118,0.277,2.42,0,0
MTR-000504,CUS-000504,Lahore,Residential,167.2,171.0,1.023,0.309,2.12,0,0
MTR-002964,CUS-002964,Rawalpindi,Residential,247.9,310.4,1.252,0.428,2.27,1,0
MTR-002395,CUS-002395,Multan,Residential,179.4,185.2,1.032,0.319,0.43,0,0
MTR-001996,CUS-001996,Peshawar,Residential,202.3,172.1,0.851,0.221,3.05,0,0
MTR-001958,CUS-001958,Rawalpindi,Residential,160.3,129.8,0.81,0.274,0.1,0,0
MTR-001384,CUS-001384,Rawalpindi,Residential,50.0,56.0,1.12,0.131,1.98,0,0
MTR-000894,CUS-000894,Karachi,Industrial,5704.1,4991.2,0.875,0.311,0.24,0,0
MTR-000828,CUS-000828,Faisalabad,Residential,102.9,88.9,0.864,0.405,1.3,1,0
MTR-002920,CUS-002920,Islamabad,Residential,267.1,250.6,0.938,0.193,2.21,0,0
MTR-001683,CUS-001683,Rawalpindi,Industrial,4247.5,4755.3,1.12,0.312,2.87,0,0
MTR-002574,CUS-002574,Peshawar,Residential,113.7,108.7,0.956,0.379,3.02,1,0
MTR-002969,CUS-002969,Islamabad,Residential,206.9,186.0,0.899,0.387,1.81,0,0
MTR-002512,CUS-002512,Multan,Residential,116.0,132.9,1.146,0.402,2.99,0,0
MTR-000652,CUS-000652,Karachi,Residential,259.5,291.9,1.125,0.151,1.94,0,0
MTR-000172,CUS-000172,Lahore,Commercial,745.4,894.5,1.2,0.34,1.29,0,0
MTR-000038,CUS-000038,Peshawar,Residential,150.8,175.3,1.162,0.18,2.37,0,0
MTR-002860,CUS-002860,Peshawar,Residential,158.7,178.9,1.127,0.22,1.08,0,0
MTR-000713,CUS-000713,Karachi,Residential,15.0,13.6,0.91,0.366,1.87,1,0
MTR-000090,CUS-000090,Lahore,Residential,81.6,88.1,1.079,0.313,1.52,0,0
MTR-002954,CUS-002954,Multan,Residential,74.7,85.6,1.146,0.358,0.45,0,0
MTR-001205,CUS-001205,Peshawar,Residential,174.6,213.5,1.223,0.226,2.33,0,0
MTR-002585,CUS-002585,Faisalabad,Residential,216.4,220.8,1.021,0.418,2.14,0,0
MTR-001827,CUS-001827,Karachi,Residential,208.2,47.4,0.227,0.745,8.54,1,1
MTR-001155,CUS-001155,Islamabad,Residential,138.7,124.0,0.894,0.371,0.13,0,0
MTR-001324,CUS-001324,Peshawar,Commercial,748.7,836.7,1.118,0.214,1.29,2,0
MTR-000216,CUS-000216,Lahore,Commercial,1233.8,1135.1,0.92,0.394,3.13,0,0
MTR-000510,CUS-000510,Lahore,Residential,73.8,31.7,0.429,0.675,6.31,2,1
MTR-001680,CUS-001680,Lahore,Residential,206.6,184.8,0.894,0.251,2.72,0,0
MTR-000499,CUS-000499,Faisalabad,Residential,280.4,275.1,0.981,0.35,3.45,1,0
MTR-002548,CUS-002548,Faisalabad,Residential,189.7,199.7,1.053,0.347,1.24,0,0
MTR-001856,CUS-001856,Peshawar,Residential,144.2,148.9,1.032,0.232,1.14,0,0
MTR-001388,CUS-001388,Islamabad,Residential,319.4,347.7,1.089,0.465,2.86,0,0
MTR-001519,CUS-001519,Rawalpindi,Commercial,1051.6,878.2,0.835,0.445,2.63,0,0
MTR-002386,CUS-002386,Multan,Residential,171.9,169.5,0.986,0.348,1.87,0,0
MTR-002721,CUS-002721,Karachi,Residential,160.0,151.0,0.944,0.334,1.85,1,0
MTR-002076,CUS-002076,Faisalabad,Residential,236.3,208.4,0.882,0.326,1.03,0,0
MTR-001540,CUS-001540,Multan,Residential,204.2,185.8,0.91,0.176,3.58,1,0
MTR-001217,CUS-001217,Islamabad,Residential,154.7,138.1,0.893,0.309,4.03,1,0
MTR-001416,CUS-001416,Islamabad,Residential,223.7,233.1,1.042,0.308,3.12,1,0
MTR-002217,CUS-002217,Lahore,Residential,240.8,252.4,1.048,0.254,2.65,0,0
MTR-002621,CUS-002621,Faisalabad,Residential,119.9,132.5,1.105,0.275,2.59,1,0
MTR-001676,CUS-001676,Faisalabad,Residential,209.7,218.0,1.039,0.109,2.33,0,0
MTR-001197,CUS-001197,Karachi,Residential,75.2,17.8,0.237,0.706,4.9,1,1
MTR-001542,CUS-001542,Lahore,Residential,74.9,75.6,1.009,0.374,1.52,1,0
MTR-000953,CUS-000953,Peshawar,Residential,248.9,269.1,1.081,0.438,2.82,0,0
MTR-000750,CUS-000750,Rawalpindi,Residential,130.7,97.7,0.747,0.225,1.15,0,0
MTR-000234,CUS-000234,Multan,Residential,162.8,161.6,0.993,0.315,2.16,0,0
MTR-000732,CUS-000732,Islamabad,Residential,228.4,237.1,1.038,0.388,3.16,0,0
MTR-002992,CUS-002992,Islamabad,Residential,205.7,249.9,1.215,0.258,3.17,1,0
MTR-001156,CUS-001156,Lahore,Commercial,359.1,311.2,0.867,0.354,2.94,1,0
MTR-002573,CUS-002573,Peshawar,Residential,206.9,178.4,0.862,0.297,2.28,0,0
MTR-002445,CUS-002445,Peshawar,Residential,209.1,152.1,0.727,0.395,2.8,0,0
MTR-001209,CUS-001209,Multan,Residential,109.3,91.1,0.833,0.197,1.76,0,0
MTR-001065,CUS-001065,Islamabad,Residential,162.2,45.6,0.281,0.758,8.84,2,1
MTR-002156,CUS-002156,Peshawar,Residential,123.1,112.4,0.913,0.322,0.41,0,0
MTR-001062,CUS-001062,Faisalabad,Residential,141.8,129.1,0.911,0.308,2.07,0,0
MTR-001167,CUS-001167,Faisalabad,Residential,59.4,59.6,1.003,0.295,1.53,0,0
MTR-001492,CUS-001492,Faisalabad,Residential,198.0,211.8,1.07,0.346,2.68,0,0
MTR-002474,CUS-002474,Multan,Residential,210.5,210.8,1.002,0.226,1.66,1,0
MTR-000884,CUS-000884,Islamabad,Residential,202.3,202.9,1.003,0.19,4.42,1,0
MTR-000143,CUS-000143,Islamabad,Residential,187.6,196.7,1.048,0.26,2.92,0,0
MTR-002942,CUS-002942,Faisalabad,Industrial,3942.9,3075.8,0.78,0.269,1.0,0,0
MTR-000850,CUS-000850,Peshawar,Residential,171.6,174.3,1.015,0.277,0.1,1,0
MTR-000717,CUS-000717,Multan,Residential,149.0,147.7,0.991,0.402,0.86,1,0
MTR-002864,CUS-002864,Islamabad,Industrial,5902.3,5897.3,0.999,0.362,2.56,0,0
MTR-000264,CUS-000264,Rawalpindi,Residential,154.2,143.4,0.93,0.343,1.74,0,0
MTR-000075,CUS-000075,Karachi,Commercial,738.0,719.8,0.975,0.318,1.43,0,0
MTR-000395,CUS-000395,Peshawar,Residential,192.0,201.3,1.048,0.265,1.28,0,0
MTR-002545,CUS-002545,Multan,Residential,182.1,217.3,1.193,0.232,2.83,0,0
MTR-002224,CUS-002224,Faisalabad,Residential,271.3,216.2,0.797,0.204,1.67,0,0
MTR-002799,CUS-002799,Rawalpindi,Industrial,3393.6,699.1,0.206,0.781,3.66,2,1
MTR-000396,CUS-000396,Rawalpindi,Industrial,8062.9,9241.2,1.146,0.297,2.99,2,0
MTR-001365,CUS-001365,Islamabad,Residential,76.4,64.8,0.848,0.208,3.56,0,0
MTR-002500,CUS-002500,Rawalpindi,Commercial,926.3,906.4,0.978,0.314,0.89,0,0
MTR-001903,CUS-001903,Rawalpindi,Residential,147.4,152.3,1.033,0.284,3.18,0,0
MTR-000595,CUS-000595,Islamabad,Residential,166.2,206.3,1.241,0.268,1.89,0,0
MTR-002109,CUS-002109,Islamabad,Residential,194.3,245.0,1.261,0.393,2.92,0,0
MTR-001296,CUS-001296,Faisalabad,Commercial,909.8,771.1,0.848,0.103,2.66,0,0
MTR-001821,CUS-001821,Lahore,Residential,188.3,181.5,0.964,0.269,2.02,0,0
MTR-000872,CUS-000872,Rawalpindi,Industrial,6164.9,6312.5,1.024,0.112,2.06,0,0
MTR-002911,CUS-002911,Faisalabad,Residential,184.7,197.0,1.067,0.319,2.67,0,0
MTR-002326,CUS-002326,Karachi,Residential,108.2,110.8,1.024,0.361,0.9,0,0
MTR-001548,CUS-001548,Karachi,Residential,242.1,214.6,0.886,0.192,0.86,1,0
MTR-000036,CUS-000036,Islamabad,Residential,192.3,169.4,0.881,0.202,4.08,1,0
MTR-002526,CUS-002526,Karachi,Residential,140.3,114.4,0.815,0.164,3.17,1,0
MTR-002143,CUS-002143,Islamabad,Industrial,6193.6,4691.8,0.758,0.305,2.99,0,0
MTR-002940,CUS-002940,Lahore,Residential,152.0,123.5,0.812,0.273,1.84,0,0
MTR-000977,CUS-000977,Rawalpindi,Residential,225.5,256.9,1.139,0.278,0.36,1,0
MTR-001571,CUS-001571,Lahore,Commercial,1276.7,1385.5,1.085,0.271,1.47,0,0
MTR-001122,CUS-001122,Karachi,Residential,166.8,177.9,1.066,0.222,2.41,0,0
MTR-002239,CUS-002239,Peshawar,Residential,99.4,19.0,0.192,0.777,7.5,1,1
MTR-001892,CUS-001892,Multan,Residential,327.8,326.2,0.995,0.322,2.43,0,0
MTR-000675,CUS-000675,Lahore,Residential,153.3,148.4,0.968,0.205,2.46,1,0
MTR-000728,CUS-000728,Islamabad,Residential,189.6,153.5,0.81,0.244,1.83,0,0
MTR-000412,CUS-000412,Rawalpindi,Commercial,1059.7,1142.1,1.078,0.23,2.65,0,0
MTR-001516,CUS-001516,Multan,Residential,258.2,284.6,1.102,0.412,1.09,0,0
MTR-001649,CUS-001649,Multan,Residential,213.5,45.4,0.213,0.641,8.06,2,1
MTR-000825,CUS-000825,Multan,Residential,126.4,108.9,0.862,0.29,1.77,0,0
MTR-000616,CUS-000616,Karachi,Residential,119.5,124.5,1.042,0.437,3.45,0,0
MTR-000114,CUS-000114,Lahore,Residential,286.0,297.8,1.041,0.416,0.1,0,0
MTR-000417,CUS-000417,Karachi,Residential,263.8,287.0,1.088,0.282,1.85,0,0
MTR-001625,CUS-001625,Peshawar,Residential,332.0,388.3,1.17,0.267,2.25,0,0
MTR-002939,CUS-002939,Islamabad,Residential,225.8,197.1,0.873,0.271,0.15,1,0
MTR-000089,CUS-000089,Islamabad,Residential,202.3,200.3,0.99,0.224,2.74,0,0
MTR-002082,CUS-002082,Islamabad,Residential,175.7,154.6,0.88,0.439,1.87,0,0
MTR-000753,CUS-000753,Rawalpindi,Residential,157.2,139.7,0.889,0.219,1.05,0,0
MTR-001630,CUS-001630,Faisalabad,Residential,202.6,192.2,0.948,0.369,3.02,0,0
MTR-000011,CUS-000011,Karachi,Residential,86.4,101.3,1.173,0.355,1.26,0,0
MTR-002444,CUS-002444,Rawalpindi,Residential,195.3,221.2,1.133,0.276,2.81,0,0
MTR-000284,CUS-000284,Karachi,Residential,296.3,293.6,0.991,0.445,2.19,1,0
MTR-001066,CUS-001066,Lahore,Commercial,657.4,487.3,0.741,0.175,1.59,2,0
MTR-001191,CUS-001191,Karachi,Industrial,5174.9,5418.8,1.047,0.294,0.99,0,0
MTR-001440,CUS-001440,Karachi,Commercial,1285.1,1342.1,1.044,0.261,1.29,0,0
MTR-002801,CUS-002801,Karachi,Residential,283.4,251.7,0.888,0.377,2.88,0,0
MTR-002800,CUS-002800,Karachi,Residential,119.6,131.5,1.1,0.328,3.15,1,0
MTR-002710,CUS-002710,Faisalabad,Residential,246.4,218.2,0.886,0.162,2.69,0,0
MTR-001568,CUS-001568,Peshawar,Residential,65.2,20.6,0.316,0.833,7.76,1,1
MTR-002427,CUS-002427,Lahore,Residential,252.0,107.3,0.426,0.871,8.02,2,1
MTR-002577,CUS-002577,Peshawar,Residential,156.9,129.4,0.825,0.217,2.32,0,0
MTR-001687,CUS-001687,Multan,Commercial,1096.3,1048.7,0.957,0.272,1.4,0,0
MTR-000851,CUS-000851,Lahore,Residential,148.5,151.1,1.017,0.196,1.08,0,0
MTR-002207,CUS-002207,Lahore,Residential,164.8,170.7,1.036,0.286,1.69,0,0
MTR-000895,CUS-000895,Faisalabad,Commercial,1224.0,1375.8,1.124,0.312,1.37,1,0
MTR-000496,CUS-000496,Faisalabad,Residential,274.5,312.6,1.139,0.273,2.13,0,0
MTR-002305,CUS-002305,Karachi,Residential,126.4,122.8,0.971,0.264,3.61,0,0
MTR-001782,CUS-001782,Karachi,Industrial,5695.4,6077.7,1.067,0.171,2.28,1,0
MTR-000335,CUS-000335,Multan,Residential,195.2,232.9,1.193,0.327,3.47,0,0
MTR-000515,CUS-000515,Multan,Residential,303.6,266.5,0.878,0.146,2.0,0,0
MTR-001348,CUS-001348,Rawalpindi,Industrial,4274.9,3963.0,0.927,0.302,1.83,1,0
MTR-001015,CUS-001015,Lahore,Residential,259.5,208.0,0.801,0.156,0.48,0,0
MTR-002808,CUS-002808,Rawalpindi,Commercial,1192.1,1101.8,0.924,0.304,2.64,0,0
MTR-002803,CUS-002803,Karachi,Commercial,870.8,892.3,1.025,0.3,1.34,1,0
MTR-001781,CUS-001781,Peshawar,Residential,142.1,106.0,0.746,0.332,1.14,0,0
MTR-001785,CUS-001785,Peshawar,Residential,180.3,189.8,1.052,0.369,0.99,0,0
MTR-002070,CUS-002070,Rawalpindi,Residential,201.0,189.6,0.943,0.384,2.35,0,0
MTR-000356,CUS-000356,Karachi,Residential,247.1,245.2,0.992,0.171,1.42,0,0
MTR-002852,CUS-002852,Islamabad,Residential,240.4,206.7,0.86,0.295,3.65,1,0
MTR-001312,CUS-001312,Multan,Residential,234.9,232.0,0.988,0.461,3.12,0,0
MTR-001635,CUS-001635,Peshawar,Residential,154.9,186.1,1.202,0.31,1.47,0,0
MTR-000550,CUS-000550,Peshawar,Residential,194.7,185.4,0.952,0.233,0.1,1,0
MTR-002388,CUS-002388,Peshawar,Residential,163.5,120.1,0.734,0.294,2.12,0,0
MTR-002479,CUS-002479,Karachi,Residential,118.1,135.3,1.146,0.269,1.69,2,0
MTR-002521,CUS-002521,Rawalpindi,Residential,157.6,167.9,1.065,0.206,2.89,0,0
MTR-002265,CUS-002265,Rawalpindi,Industrial,2454.0,2481.7,1.011,0.37,2.01,0,0
MTR-001227,CUS-001227,Islamabad,Commercial,562.7,601.1,1.068,0.347,3.15,2,0
MTR-002822,CUS-002822,Islamabad,Residential,316.8,319.9,1.01,0.193,2.49,1,0
MTR-000957,CUS-000957,Multan,Industrial,5058.6,6056.1,1.197,0.293,0.72,0,0
MTR-001773,CUS-001773,Karachi,Industrial,2989.0,3258.7,1.09,0.255,1.25,0,0
MTR-002141,CUS-002141,Peshawar,Residential,185.3,175.2,0.945,0.172,1.55,0,0
MTR-001008,CUS-001008,Karachi,Residential,119.0,140.3,1.179,0.187,1.83,1,0
MTR-001092,CUS-001092,Faisalabad,Residential,61.6,75.1,1.218,0.199,1.73,0,0
MTR-002674,CUS-002674,Islamabad,Commercial,769.9,854.0,1.109,0.295,2.72,0,0
MTR-000996,CUS-000996,Islamabad,Residential,178.8,187.5,1.049,0.263,2.5,0,0
MTR-001679,CUS-001679,Karachi,Residential,238.1,213.7,0.898,0.223,1.58,0,0
MTR-000153,CUS-000153,Rawalpindi,Residential,217.3,235.2,1.082,0.269,2.66,0,0
MTR-002782,CUS-002782,Faisalabad,Residential,207.1,216.7,1.047,0.36,0.83,0,0
MTR-000580,CUS-000580,Peshawar,Industrial,5248.3,5231.4,0.997,0.329,2.7,0,0
MTR-001470,CUS-001470,Multan,Residential,161.2,174.7,1.084,0.38,2.87,0,0
MTR-000703,CUS-000703,Lahore,Commercial,958.0,968.0,1.01,0.282,2.28,0,0
MTR-001212,CUS-001212,Peshawar,Residential,112.4,119.8,1.066,0.428,2.53,0,0
MTR-000896,CUS-000896,Peshawar,Residential,237.1,266.6,1.124,0.328,2.66,0,0
MTR-000487,CUS-000487,Peshawar,Residential,153.4,128.9,0.84,0.261,3.05,0,0
MTR-000559,CUS-000559,Karachi,Residential,177.5,155.7,0.877,0.307,2.74,0,0
MTR-001141,CUS-001141,Islamabad,Residential,132.4,117.9,0.891,0.2,3.21,0,0
MTR-001119,CUS-001119,Karachi,Residential,318.7,392.9,1.233,0.276,0.43,0,0
MTR-000512,CUS-000512,Faisalabad,Industrial,5453.1,5867.6,1.076,0.334,2.13,0,0
MTR-000633,CUS-000633,Lahore,Residential,252.9,275.0,1.087,0.349,1.95,0,0
MTR-002584,CUS-002584,Rawalpindi,Residential,343.4,389.9,1.136,0.267,2.15,0,0
MTR-001664,CUS-001664,Multan,Residential,92.5,80.9,0.874,0.519,2.9,0,0
MTR-001012,CUS-001012,Peshawar,Residential,312.1,235.8,0.755,0.286,2.13,0,0
MTR-001931,CUS-001931,Lahore,Residential,105.7,104.9,0.992,0.166,2.09,0,0
MTR-001150,CUS-001150,Faisalabad,Residential,282.5,312.9,1.108,0.397,2.47,0,0
MTR-002805,CUS-002805,Faisalabad,Residential,216.4,211.3,0.976,0.349,0.49,1,0
MTR-000116,CUS-000116,Peshawar,Residential,146.8,122.7,0.836,0.319,3.56,0,0
MTR-000740,CUS-000740,Karachi,Residential,166.2,148.1,0.891,0.263,1.9,1,0
MTR-002763,CUS-002763,Rawalpindi,Commercial,708.5,608.2,0.858,0.331,3.48,0,0
MTR-001974,CUS-001974,Karachi,Industrial,3134.7,777.0,0.248,0.661,3.57,2,1
MTR-001081,CUS-001081,Multan,Residential,237.7,204.6,0.861,0.316,1.09,0,0
MTR-001810,CUS-001810,Peshawar,Residential,236.4,240.6,1.018,0.182,1.77,0,0
MTR-000830,CUS-000830,Multan,Residential,57.0,53.3,0.934,0.05,2.04,0,0
MTR-000119,CUS-000119,Multan,Residential,112.4,120.9,1.076,0.331,1.49,0,0
MTR-000656,CUS-000656,Peshawar,Industrial,6996.9,6177.0,0.883,0.221,1.2,1,0
MTR-002732,CUS-002732,Islamabad,Residential,176.8,182.2,1.031,0.292,2.37,1,0
MTR-002692,CUS-002692,Karachi,Residential,116.1,28.7,0.247,0.556,9.43,1,1
MTR-002932,CUS-002932,Multan,Residential,279.0,292.3,1.048,0.23,3.66,2,0
MTR-000635,CUS-000635,Multan,Residential,88.4,94.1,1.064,0.239,1.71,0,0
MTR-000369,CUS-000369,Karachi,Residential,276.5,297.9,1.077,0.246,0.92,1,0
MTR-000268,CUS-000268,Islamabad,Residential,134.8,148.2,1.1,0.362,1.74,0,0
MTR-000046,CUS-000046,Peshawar,Residential,244.2,260.1,1.065,0.346,3.71,1,0
MTR-000991,CUS-000991,Faisalabad,Residential,233.2,241.5,1.036,0.203,3.03,0,0
MTR-000876,CUS-000876,Faisalabad,Residential,187.5,172.5,0.92,0.214,2.39,1,0
MTR-000773,CUS-000773,Lahore,Residential,233.6,257.4,1.102,0.33,1.53,0,0
MTR-001219,CUS-001219,Faisalabad,Commercial,1199.9,1099.6,0.916,0.384,2.91,0,0
MTR-001126,CUS-001126,Karachi,Residential,227.0,219.0,0.965,0.383,4.26,0,0
MTR-000004,CUS-000004,Islamabad,Residential,242.0,217.0,0.897,0.22,1.86,0,0
MTR-001595,CUS-001595,Rawalpindi,Residential,191.3,171.0,0.894,0.379,0.1,0,0
MTR-002311,CUS-002311,Lahore,Residential,138.1,44.1,0.319,0.865,5.41,1,1
MTR-002491,CUS-002491,Lahore,Residential,234.1,227.6,0.972,0.284,2.06,0,0
